rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,time/time_elapsed,train/clip_fraction,train/clip_range,train/approx_kl,train/adaptive_lr,train/value_loss,train/clip_range_vf,train/n_updates,train/std,train/loss,train/entropy_loss,train/learning_rate,train/explained_variance,train/policy_gradient_loss
13.844691276550293,361.31,32112640,245,1899,16908,0.221002197265625,0.1,0.0041130558,5e-05,0.6927668047603219,0.2,5500,0.22006332874298096,0.7165676951408386,2.413018306903541,5e-05,0.8580893874168396,-0.001958830899275199
14.169468879699707,373.86,32243712,246,1899,16975,0.22328033447265624,0.1,0.0040870714,5e-05,0.6756192979170009,0.2,5510,0.22079284489154816,0.5738744735717773,2.331970855034888,5e-05,0.8609094619750977,-0.0018807163099154422
13.813616752624512,357.59,32374784,247,1899,17043,0.22333984375,0.1,0.004184895,5e-05,0.6666101955110207,0.2,5520,0.22158852219581604,0.5923125743865967,2.242633369192481,5e-05,0.856689453125,-0.0019213086431591365
13.717899322509766,359.31,32505856,248,1899,17110,0.22105636596679687,0.1,0.0041779503,5e-05,0.6730035763466731,0.2,5530,0.2224046289920807,0.6181254982948303,2.152811295352876,5e-05,0.8561573624610901,-0.001570556456636041
13.72584342956543,356.25,32636928,249,1900,17177,0.22104644775390625,0.1,0.0041551692,5e-05,0.687775392876938,0.2,5540,0.2232138067483902,0.7890229821205139,2.0586687810719013,5e-05,0.8488083481788635,-0.0019205075528589076
13.948007583618164,364.13,32768000,250,1900,17243,0.22381973266601562,0.1,0.0042723585,5e-05,0.7040652558673173,0.2,5550,0.22403839230537415,0.7602184414863586,1.9674717623740434,5e-05,0.8526527285575867,-0.001688121639062956
13.925559997558594,358.8,32899072,251,1900,17310,0.21759109497070311,0.1,0.0040052375,5e-05,0.6988497181329876,0.2,5560,0.22481411695480347,0.7346153855323792,1.882294766791165,5e-05,0.8492091298103333,-0.0017043876907791855
14.01504898071289,366.57,33030144,252,1900,17377,0.22443084716796874,0.1,0.0041604694,5e-05,0.6808088660007343,0.2,5570,0.22554808855056763,0.6462002992630005,1.7992301507852972,5e-05,0.8564403057098389,-0.001912699797685491
13.932661056518555,360.36,33161216,253,1900,17445,0.22183456420898437,0.1,0.0041620135,5e-05,0.6663934965850785,0.2,5580,0.22631683945655823,0.8300021886825562,1.7149956149980425,5e-05,0.8561745285987854,-0.0019934989829380355
13.764957427978516,358.89,33292288,254,1901,17512,0.22014923095703126,0.1,0.0041283704,5e-05,0.6797805355163291,0.2,5590,0.22707346081733704,0.7080954909324646,1.6307157984003424,5e-05,0.8519506454467773,-0.001894489884853101
14.35567855834961,379.74,33423360,255,1901,17578,0.22226943969726562,0.1,0.0041149417,5e-05,0.6894159876508639,0.2,5600,0.22787132859230042,0.7543250918388367,1.5444157579913735,5e-05,0.8523676991462708,-0.0020582533298693305
13.737452507019043,357.81,33554432,256,1901,17645,0.2190277099609375,0.1,0.0040406166,5e-05,0.6496170498197898,0.2,5610,0.22862426936626434,0.6904276013374329,1.4613812050782145,5e-05,0.8620874285697937,-0.0018885861538365134
13.645264625549316,361.5,33685504,257,1901,17712,0.21464004516601562,0.1,0.0040181763,5e-05,0.6915567873511463,0.2,5620,0.2293725609779358,0.5856916308403015,1.3795443521812558,5e-05,0.8514347076416016,-0.001733017840069806
14.163917541503906,371.86,33816576,258,1902,17779,0.2198822021484375,0.1,0.0041776244,5e-05,0.7197766984580085,0.2,5630,0.23019251227378845,0.7666261792182922,1.2913721799850464,5e-05,0.8465601801872253,-0.0016619437305052998
13.654474258422852,350.39,33947648,259,1902,17845,0.22368087768554687,0.1,0.0041843364,5e-05,0.6798140078550204,0.2,5640,0.23105350136756897,0.7390897274017334,1.1991662125103175,5e-05,0.8502132892608643,-0.00212742014050491
13.773049354553223,361.69,34078720,260,1902,17912,0.21862335205078126,0.1,0.0040111677,5e-05,0.737139819841832,0.2,5650,0.23181824386119843,0.7849645614624023,1.1127301905304194,5e-05,0.8412925601005554,-0.0017795619401113072
13.748993873596191,356.1,34209792,261,1902,17979,0.21614303588867187,0.1,0.004013108,5e-05,0.7404541111085564,0.2,5660,0.23259879648685455,0.7300363779067993,1.031158215738833,5e-05,0.8422393202781677,-0.0017384867572218354
