elapsed_step,reset_marker,body_x,body_y,body_z,quat_w,quat_x,quat_y,quat_z,FR_abad,FR_hip,FR_knee,FL_abad,FL_hip,FL_knee,HR_abad,HR_hip,HR_knee,HL_abad,HL_hip,HL_knee,reward_total,healthy_reward,penalty_base_xvel,penalty_base_zvel,penalty_base_zpos,penalty_base_orientation,penalty_base_straight,penalty_base_linear_accel,penalty_base_angular_vel,penalty_action_smooth,ctrl_cost,contact_cost,is_healthy,x_position,y_position,x_velocity,y_velocity,pBody_des_z,desired_h,cmd_vel_x,cmd_vel_y,cmd_vel_yaw,reward_base_xvel,reward_base_zvel,reward_base_zpos,reward_base_orientation,reward_base_straight,reward_base_linear_accel,reward_base_angular_vel,reward_action_smooth,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45
4590,0,23.2938,-1.1473,0.300947,0.998846,0.00628269,-0.000977458,0.0475963,0.290785,-1.83932,2.543,-0.218042,-1.17916,2.12362,0.0636531,-0.863977,2.08776,-0.156134,-1.37572,2.47343,0.645857,1,0.76177,0.110005,0.025614,0.0576791,6.10193,186.896,0.959033,0.0713753,12.5683,0,1,23.2938,-1.1473,2.74608,-0.121812,0.292409,0.332874,3,0,0,0.466839,0.89583,0.974711,0.943953,0.00223853,6.7954e-82,0.383263,0.931112,-0.0113256,0.0183069,-0.012739,-0.029171,0.00411889,0.000325652,0.275183,-0.157604,0.0249524,-0.00725086,0.106463,0.0657607,0.0224292,-0.0311486,0.0330794,0.114235,0.0718704,0.00265725,-0.0443611,0.0276565,0.0584657,0.239786,0.0872469,0.218333,3,2.72214,-0.381932,0.0344857,0.453116,0.86723,-0.0403793,0.0126443,-0.0013546,0.0952391,0.310526,-1.8909,2.52282,-0.220354,-1.16134,2.1254,0.0618128,-0.844754,2.08193,-0.151843,-1.44939,2.46859,-9.35866,21.6776,12.1417,1.23378,-9.01398,-1.09497,0.849452,-9.57446,3.07409,-2.34695,33.7747,5.03303,0,1,1,0,0.197205,-0.118508,-0.171981,0.272806,0.107969,-0.287744,0.999366,0.0355942
4595,0,23.3208,-1.14852,0.301956,0.998838,0.00750362,0.00228352,0.0475544,0.192788,-1.47128,2.5659,-0.206707,-1.2638,2.11314,0.0729853,-0.96331,2.10233,-0.171565,-0.966668,2.41875,0.601588,1,1.01631,0.382187,0.0306426,0.0581073,6.09446,173.311,0.16327,0.153148,7.18077,0,1,23.3208,-1.14852,2.66123,-0.117285,0.291741,0.332874,3,0,0,0.361929,0.682367,0.969822,0.943549,0.00225532,5.39371e-76,0.849362,0.858003,0.0346578,0.0860021,0.00292211,-0.0214523,0.0341948,0.0101028,0.291342,-0.116708,0.0435737,-0.00457239,0.0734846,-0.0568744,-0.0156093,-0.0340802,0.0297264,0.125909,0.00779676,-0.111292,-0.0352144,0.0170453,0.036431,0.274072,0.0927621,0.154677,3,2.63753,-0.367525,0.143152,0.154655,0.373032,0.0141234,0.0147734,0.00527541,0.0951087,0.21239,-1.55588,2.5729,-0.208985,-1.2476,2.11599,0.0712174,-0.943263,2.10169,-0.16892,-1.04801,2.43925,-9.95927,40.6082,-0.617258,1.11964,-8.286,-1.17682,0.791201,-10.0876,0.00811203,-1.42446,41.5856,-8.05997,0,1,1,0,0.258444,-0.133509,-0.17413,0.247573,0.111364,-0.287843,0.989394,-0.145258
4600,0,23.3468,-1.14952,0.303012,0.998829,0.0078443,0.00207301,0.0476955,0.104381,-1.07213,2.46265,-0.195571,-1.34026,2.0923,0.0826271,-1.06289,2.11098,-0.181988,-0.614273,2.26892,0.604163,1,1.27036,0.223999,0.0300778,0.0585515,6.00961,112.047,0.0709989,0.0528693,5.5067,0,1,23.3468,-1.14952,2.57655,-0.0873408,0.292986,0.332874,3,0,0,0.280729,0.799316,0.97037,0.94313,0.00245506,2.18017e-49,0.931463,0.948504,0.0500471,0.101891,0.035676,-0.013833,0.0389197,0.0465436,0.293475,-0.124511,0.0571926,0.00520824,0.0408306,-0.109724,-0.0235489,0.000462,0.0257644,0.127018,0.0133996,-0.183478,-0.0186644,0.00941336,0.0415624,0.272863,0.0985584,0.095197,3,2.55622,-0.331155,0.0886056,0.039038,-0.261513,0.0329503,0.0154733,0.00488947,0.0953925,0.120376,-1.14414,2.49021,-0.197721,-1.32545,2.09717,0.0806767,-1.04298,2.10881,-0.18027,-0.676579,2.30356,-8.43105,38.3649,-12.3641,1.09923,-7.51351,-2.28036,0.976599,-9.94717,1.0112,-0.955477,33.2067,-16.3661,0,1,1,0,0.318398,-0.146918,-0.18754,0.22247,0.114586,-0.287699,0.949923,-0.312485
4605,0,23.3726,-1.15025,0.303212,0.998819,0.00800587,-0.000221845,0.0479189,0.0349897,-0.785632,2.29972,-0.1852,-1.41114,2.06313,0.0926866,-1.16319,2.12208,-0.185189,-0.361636,2.08282,0.620695,1,1.23443,0.0229515,0.0227026,0.0590441,5.94937,42.3073,0.302764,0.0571711,6.54038,0,1,23.3726,-1.15025,2.58852,-0.0660363,0.295645,0.332874,3,0,0,0.291001,0.97731,0.977553,0.942665,0.00260748,4.22841e-19,0.738773,0.944432,0.0305376,0.077579,0.0626033,0.00266238,0.0351538,0.0843481,0.272612,-0.146734,0.058887,0.0157092,0.012419,-0.0658273,0.0265347,0.0334982,0.0223472,0.113817,0.0353237,-0.130385,-0.00942587,-0.00668426,0.0697018,0.23724,0.116852,0.0499953,3,2.57031,-0.313642,-0.00575308,-0.011919,-0.547612,0.0523702,0.0160148,0.000324098,0.0958751,0.047355,-0.834256,2.33432,-0.187262,-1.39748,2.06965,0.0906325,-1.14313,2.12008,-0.185128,-0.405526,2.12109,-6.56153,26.2765,-16.9424,1.02895,-6.97139,-3.08149,1.01653,-10.0443,1.0865,-0.154585,23.4366,-18.9574,0,1,1,0,0.370547,-0.159255,-0.20685,0.196703,0.117628,-0.287033,0.885726,-0.464208
4610,0,23.3988,-1.15084,0.302894,0.998808,0.00763308,-0.00346195,0.0480969,-0.0147709,-0.592334,2.12512,-0.174135,-1.47285,2.02098,0.102462,-1.26033,2.12114,-0.180952,-0.184285,1.89839,0.621966,1,1.08649,0.128973,0.0108277,0.0596247,5.91349,61.5972,0.490574,0.0529817,4.85739,0,1,23.3988,-1.15084,2.63784,-0.0531017,0.299285,0.332874,3,0,0,0.3374,0.878998,0.989231,0.942118,0.00270273,1.77287e-27,0.612275,0.948397,0.00562748,0.0427585,0.0727914,0.0332662,0.0211039,0.108048,0.252322,-0.150219,0.0608506,0.0131803,-0.00895023,-0.00910847,0.058519,0.0540175,0.0207542,0.09482,0.0816441,-0.0774765,-0.00472443,-0.0250778,0.0788354,0.190502,0.128738,0.0300332,3,2.62014,-0.307072,-0.0584632,-0.120489,-0.689147,0.0336532,0.0155819,-0.00618143,0.0962825,-0.00616543,-0.625476,2.15989,-0.176289,-1.46273,2.03311,0.101481,-1.24295,2.1274,-0.182203,-0.21512,1.93441,-4.60331,17.8299,-17.4774,1.14269,-6.18498,-4.05804,1.10029,-9.84792,0.36184,0.55418,16.4849,-18.2614,0,1,1,0,0.412828,-0.170353,-0.22923,0.170189,0.120935,-0.285992,0.799378,-0.600828
4615,0,23.4255,-1.15141,0.302553,0.998773,0.00828125,-0.00597192,0.0484509,-0.0509366,-0.458234,1.9632,-0.165491,-1.52153,1.96488,0.10938,-1.34834,2.10071,-0.171329,-0.092266,1.74936,0.649697,1,0.960823,0.0217787,0.00424542,0.0613308,5.95933,181.802,0.307124,0.028386,2.60736,0,1,23.4255,-1.15141,2.67973,-0.0674195,0.303968,0.332874,3,0,0,0.382578,0.978457,0.995764,0.940512,0.00258165,1.10763e-79,0.735559,0.972013,-0.0164539,0.016284,0.0707017,0.0690652,0.00582703,0.104343,0.231335,-0.133863,0.0555514,0.00729201,-0.0269393,0.0308029,0.067233,0.0573658,0.0170084,0.0772836,0.120659,-0.0469327,-0.00221358,-0.0345424,0.0708457,0.165261,0.111079,0.0210458,3,2.66053,-0.326594,-0.0214042,0.511447,-0.14901,0.15278,0.0171228,-0.011127,0.09704,-0.0436357,-0.481769,1.99382,-0.166461,-1.51264,1.97572,0.108256,-1.33182,2.10477,-0.173976,-0.0991956,1.77436,-3.59273,12.4915,-15.7643,0.685532,-4.70909,-5.49029,0.648803,-8.64855,-1.89308,1.17061,5.86764,-13.1871,0,1,1,0,0.445614,-0.180453,-0.251322,0.142436,0.123122,-0.287305,0.693167,-0.720777
4620,0,23.4524,-1.1523,0.303177,0.998688,0.0119232,-0.00427983,0.0496168,-0.0766297,-0.364774,1.83285,-0.161742,-1.55867,1.91006,0.115306,-1.42026,2.07448,-0.155172,-0.0944093,1.63505,0.621747,1,0.912375,0.249815,0.0174289,0.0656007,6.05761,2.841,0.956129,0.0510736,3.10348,0,1,23.4524,-1.1523,2.69588,-0.0987002,0.308987,0.332874,3,0,0,0.40157,0.778945,0.982722,0.936505,0.00234,0.0583674,0.384378,0.950209,-0.0268624,-0.00709069,0.0569721,0.127786,-0.00870019,0.0849186,0.207484,-0.0582711,0.0539108,0.000347883,-0.0346728,0.00427423,0.0653032,0.0339777,0.00152393,0.049478,0.141379,-0.0468468,-0.000512548,-0.0311994,0.075592,0.121571,0.0809403,0.0352114,3,2.67354,-0.363684,0.0657817,0.796275,0.50534,0.258274,0.0242428,-0.00736532,0.0993716,-0.0728238,-0.380435,1.85653,-0.162568,-1.5522,1.92137,0.113972,-1.40707,2.08049,-0.158039,-0.093809,1.65908,-2.3007,8.60531,-12.3916,0.320663,-3.45488,-5.50755,0.585052,-6.80305,-2.8574,1.79368,-1.43929,-11.1205,0,1,1,0,0.469943,-0.189568,-0.269,0.11764,0.124127,-0.287431,0.567332,-0.823489
4625,0,23.4795,-1.15337,0.303989,0.998586,0.0146654,-0.000983717,0.0510861,-0.0804458,-0.323592,1.76377,-0.151421,-1.5788,1.83658,0.125,-1.47891,2.03834,-0.146124,-0.119029,1.61034,0.618183,1,0.871109,0.278113,0.0291759,0.0706958,6.10879,32.2244,1.03463,0.0553915,2.99895,0,1,23.4795,-1.15337,2.70963,-0.113972,0.313714,0.332874,3,0,0,0.418487,0.757211,0.971246,0.931745,0.00222324,1.01189e-14,0.355358,0.946115,-0.0280677,-0.029324,0.0476543,0.173425,-0.0155246,0.0536637,0.144988,0.0100515,0.045746,-0.0106154,-0.0450383,-0.0207162,0.0264964,0.00737462,-0.00362323,0.0305962,0.13551,-0.0641584,0.00188236,-0.0289418,0.069798,0.0835344,0.0659632,0.0604272,3,2.68418,-0.387158,0.0947505,0.591304,0.756247,0.336274,0.0293941,-0.000466252,0.102235,-0.0807089,-0.32541,1.76737,-0.153201,-1.57494,1.85034,0.122916,-1.46845,2.04655,-0.147913,-0.111976,1.60718,-0.00221158,2.67699,-4.66217,0.957643,-2.03409,-7.019,1.02263,-5.56976,-3.8449,0.828635,-3.08353,0.105244,0,1,1,0,0.482888,-0.192855,-0.282754,0.0921008,0.126646,-0.28926,0.422943,-0.906156
4630,0,23.5064,-1.15456,0.305385,0.998426,0.0178706,0.00339191,0.0530547,-0.0775095,-0.352995,1.79366,-0.144003,-1.59249,1.76709,0.134709,-1.51984,1.98602,-0.139242,-0.166078,1.65127,0.587252,1,0.950009,0.510147,0.0374153,0.0787036,6.13868,48.8675,1.42523,0.0737629,4.17441,0,1,23.5064,-1.15456,2.68333,-0.121959,0.317856,0.332874,3,0,0,0.386738,0.600407,0.963276,0.924314,0.00215777,5.98587e-22,0.240454,0.928892,-0.0255824,-0.0343083,-0.0017294,0.171688,-0.04807,0.00127813,0.13475,0.0514072,0.0310466,-0.0157805,-0.0433743,-0.0672311,0.0161232,-0.0335443,-0.0130652,0.0387101,0.120364,-0.0480612,-0.0151684,0.000969623,0.0393068,0.10156,-0.0141642,0.113353,3,2.6544,-0.399018,0.197507,0.712953,0.869644,0.400804,0.0353337,0.00866948,0.106024,-0.0779894,-0.343029,1.78383,-0.145423,-1.59058,1.78138,0.132915,-1.51384,2.00005,-0.140492,-0.155037,1.64111,0.298514,-4.0815,4.2323,0.70993,-1.16657,-7.00823,0.968767,-3.85443,-5.21541,0.651136,-5.08729,4.73658,0,1,1,0,0.478449,-0.192084,-0.281932,0.0685637,0.128684,-0.290438,0.258825,-0.965924
4635,0,23.5334,-1.15583,0.307188,0.99824,0.0213228,0.00733882,0.0548459,-0.0742333,-0.42528,1.85678,-0.134496,-1.58994,1.67894,0.143412,-1.5445,1.91094,-0.135043,-0.235414,1.71115,0.600993,1,0.85028,0.530992,0.0412471,0.0879923,6.16828,45.4486,0.980284,0.0367815,3.01135,0,1,23.5334,-1.15583,2.71657,-0.129712,0.320937,0.332874,3,0,0,0.427295,0.588021,0.959592,0.915768,0.00209483,1.82775e-20,0.375205,0.963887,-0.0192035,-0.0309198,-0.0341049,0.169596,-0.0727669,-0.0395577,0.110857,0.0635826,0.028292,-0.017509,-0.0513019,-0.109498,-0.00932099,-0.0657077,-0.0129303,0.0450215,0.115489,-0.0274959,-0.0208097,0.0232369,0.0139526,0.0986545,-0.0623708,0.138414,3,2.68351,-0.417747,0.228391,0.660343,0.674508,0.29878,0.0417837,0.0169916,0.10942,-0.0757148,-0.407897,1.84192,-0.1367,-1.59141,1.69792,0.141576,-1.53959,1.92517,-0.135749,-0.219374,1.69763,0.365716,-7.84965,6.6287,1.11495,0.81825,-9.6629,0.885904,-2.47743,-7.22946,0.443185,-7.3306,6.14963,0,1,1,0,0.461763,-0.190894,-0.278046,0.0443408,0.130883,-0.29334,0.0828888,-0.996559
4640,0,23.5607,-1.15718,0.308815,0.99809,0.0234713,0.0098736,0.0562872,-0.0583304,-0.529637,1.93913,-0.132756,-1.59545,1.60591,0.166311,-1.57848,1.86372,-0.13214,-0.331188,1.79095,0.619314,1,0.843417,0.450232,0.0318546,0.0955071,6.20798,29.0478,0.268539,0.0148536,4.60531,0,1,23.5607,-1.15718,2.71886,-0.140697,0.319433,0.332874,3,0,0,0.430238,0.63748,0.968647,0.908912,0.0020133,2.425e-13,0.764496,0.985256,-0.017782,-0.0447313,-0.0411976,0.154695,-0.0775008,-0.0584742,0.0877888,0.0399064,0.0248548,-0.0148886,-0.0653505,-0.106106,-0.0164026,-0.0678098,-0.0154971,0.0482808,0.120632,0.00879419,-0.0247266,0.0267643,-0.0116322,0.108007,-0.0867352,0.135784,3,2.68267,-0.436681,0.21709,0.219071,0.345352,0.318243,0.0457688,0.0223536,0.112159,-0.0617316,-0.508836,1.92779,-0.130746,-1.59101,1.61465,0.158228,-1.56921,1.86712,-0.133778,-0.311963,1.77633,1.54905,-10.533,8.20465,-0.461609,-1.46796,-5.83452,3.28821,-4.11011,-3.06697,0.538781,-9.6726,7.74952,1,0,0,1,0.436518,-0.186186,-0.27251,0.0203144,0.132755,-0.294513,0.0952792,0.995451
4645,0,23.5877,-1.15864,0.309863,0.997972,0.024144,0.0110111,0.057867,-0.0422299,-0.633493,1.98398,-0.155315,-1.63951,1.60968,0.216472,-1.63661,1.88423,-0.119547,-0.426772,1.84519,0.610861,1,0.953685,0.210874,0.019345,0.101422,6.24229,86.1178,0.109804,0.233813,2.73113,0,1,23.5877,-1.15864,2.68211,-0.149691,0.316311,0.332874,3,0,0,0.385319,0.809876,0.980841,0.903552,0.00194539,3.97655e-38,0.89601,0.79151,-0.0387124,-0.0167243,-0.0771132,0.0696863,-0.0171735,-0.0936045,0.180726,-0.00338455,0.0409634,-0.0226432,-0.0233327,-0.0406722,-0.0120376,-0.0784266,-0.0320404,0.0754356,0.0180021,-0.0399837,-0.00380831,0.0590453,-0.0467956,0.130232,-0.112244,0.304696,3,2.64478,-0.453392,0.143655,0.0917931,0.142982,0.284489,0.0469473,0.0247743,0.115258,-0.0451646,-0.612842,1.97456,-0.149589,-1.62797,1.60287,0.205652,-1.62351,1.87505,-0.122443,-0.407608,1.83577,1.49819,-10.3461,4.66777,-2.61184,-5.11701,1.93798,5.2639,-6.20081,3.33096,1.40436,-9.58278,4.56747,1,0,0,1,0.409769,-0.181525,-0.275875,0.00658713,0.128831,-0.285682,0.295869,0.955229
4650,0,23.6142,-1.16018,0.310147,0.997899,0.0242716,0.0111126,0.0590351,-0.0278202,-0.736049,2.02952,-0.191362,-1.71595,1.69035,0.271881,-1.70995,1.96516,-0.104227,-0.522392,1.89327,0.635391,1,1.09211,0.0133587,0.0089419,0.105054,6.26815,51.2023,0.0420699,0.0478699,3.00035,0,1,23.6142,-1.16018,2.63596,-0.155758,0.313128,0.332874,3,0,0,0.335507,0.98673,0.991098,0.900276,0.00189573,5.79602e-23,0.958803,0.953258,-0.0702691,-0.00102015,-0.0496134,0.0810278,-0.00955871,-0.0679047,0.175938,-0.0361393,0.045638,-0.0188721,-0.0140832,0.0322202,-0.0181544,-0.0789057,-0.00750182,0.0625015,-0.000948532,-0.0541605,0.0109344,0.055846,0.00526916,0.101994,-0.0980733,0.340423,3,2.59842,-0.46342,0.0778028,-0.0142583,-0.0478798,0.198932,0.0471614,0.0250468,0.11759,-0.0307349,-0.715629,2.02082,-0.183351,-1.69864,1.66889,0.260793,-1.69451,1.94456,-0.107381,-0.503282,1.88374,1.44227,-10.2335,4.4748,-3.82309,-8.21196,9.5071,5.56654,-7.5782,9.25127,1.55721,-9.55803,4.81461,1,0,0,1,0.384115,-0.177295,-0.276335,0.00696999,0.122714,-0.26876,0.488978,0.872296
4655,0,23.6403,-1.16176,0.309917,0.997865,0.0241788,0.0103479,0.0597752,-0.0129175,-0.837333,2.06807,-0.237726,-1.81332,1.83445,0.322435,-1.787,2.09367,-0.0876581,-0.61808,1.92844,0.616575,1,1.22329,0.119874,0.00306622,0.106733,6.28952,28.8873,0.067753,0.0360011,3.14693,0,1,23.6403,-1.16176,2.59224,-0.160235,0.308895,0.332874,3,0,0,0.294259,0.887032,0.996938,0.898765,0.00185565,2.84711e-13,0.934491,0.964639,-0.0945387,0.0191063,-0.0442091,0.0921314,-0.00966348,-0.0434887,0.166716,-0.0445891,0.045602,-0.0114768,0.0043015,0.0953729,-0.0149756,-0.0802658,0.0231297,0.0495006,-0.0182941,-0.083343,0.0159548,0.052702,0.0557464,0.0964472,-0.0839963,0.365652,3,2.55467,-0.468824,0.0286578,-0.0572872,-0.225135,0.117411,0.0470477,0.0235444,0.119109,-0.0160103,-0.817168,2.06112,-0.227773,-1.79304,1.80188,0.313072,-1.77201,2.06494,-0.0910287,-0.598833,1.9222,1.51541,-10.1062,3.67585,-4.81657,-10.0233,15.4754,4.8884,-7.68333,13.6865,1.70637,-9.59425,2.82369,1,0,0,1,0.359237,-0.17304,-0.275892,0.0225173,0.116375,-0.246563,0.663461,0.748211
4660,0,23.666,-1.1634,0.309356,0.997852,0.0242747,0.00894714,0.0601902,0.00277607,-0.936295,2.08499,-0.29283,-1.91297,2.02163,0.356921,-1.84689,2.24965,-0.071916,-0.714057,1.96264,0.60086,1,1.31231,0.192969,0.0153803,0.10742,6.31684,5.74838,0.0899037,0.0383366,3.10145,0,1,23.666,-1.1634,2.56256,-0.16662,0.30423,0.332874,3,0,0,0.269198,0.824507,0.984737,0.898149,0.00180564,0.00318793,0.914019,0.962389,-0.112635,0.0301874,-0.0332327,0.100847,-0.00408041,-0.0109318,0.144444,-0.043719,0.0435089,-0.00288664,0.0188664,0.162525,-0.00370065,-0.0690535,0.0502985,0.033814,-0.0232551,-0.117309,0.0222399,0.0424143,0.0991171,0.0832689,-0.05079,0.36051,3,2.52446,-0.475109,-0.00309953,0.058707,-0.284267,0.0751638,0.047396,0.0207795,0.120001,-0.000298732,-0.916604,2.08176,-0.28129,-1.8942,1.9822,0.351743,-1.83779,2.21733,-0.0749228,-0.694961,1.9558,1.55748,-9.85958,1.46481,-5.65742,-9.79515,19.3539,3.02923,-5.41256,15.9709,1.52854,-9.57359,3.4644,1,0,0,1,0.333775,-0.168672,-0.278239,0.0527049,0.110633,-0.222528,0.807052,0.59048
4665,0,23.6916,-1.16509,0.30873,0.997822,0.025103,0.00755455,0.0605353,0.0172071,-1.03393,2.10151,-0.351528,-1.98399,2.22667,0.360271,-1.85084,2.40759,-0.0576941,-0.808724,1.99353,0.60095,1,1.30836,0.164025,0.0272991,0.108913,6.33871,12.9439,0.119305,0.0312506,4.58037,0,1,23.6916,-1.16509,2.56388,-0.17108,0.29963,0.332874,3,0,0,0.270262,0.848721,0.97307,0.896809,0.00176657,2.39085e-06,0.887537,0.969233,-0.125939,0.0337329,-0.0263401,0.105116,0.000394246,0.0171003,0.120192,-0.0135549,0.0432013,0.00661557,0.0346006,0.208857,0.0158712,-0.055753,0.0655291,0.0199469,-0.012351,-0.15667,0.0232976,0.0329307,0.130537,0.068248,-0.0146133,0.350117,3,2.52472,-0.481162,0.000259897,0.176834,-0.283087,0.0888641,0.0492098,0.0181164,0.120741,0.0143984,-1.01454,2.09848,-0.339858,-1.9741,2.18568,0.362664,-1.85711,2.37731,-0.0604894,-0.789911,1.98794,1.42091,-9.73322,1.62403,-5.87721,-6.22347,20.6311,-0.403575,1.11083,15.6082,1.40832,-9.44063,2.96062,1,0,0,1,0.308626,-0.164602,-0.279076,0.0956045,0.105919,-0.20075,0.913261,0.407375
4670,0,23.7175,-1.16675,0.308537,0.997756,0.0265473,0.00643827,0.0611365,0.0297271,-1.12922,2.11158,-0.407728,-1.97537,2.42195,0.312568,-1.73297,2.53114,-0.0450493,-0.901071,2.01082,0.617629,1,1.17829,0.0506615,0.038975,0.112223,6.31078,161.462,0.128828,0.0311217,8.89949,0,1,23.7175,-1.16675,2.60724,-0.159013,0.295546,0.332874,3,0,0,0.307806,0.9506,0.961775,0.893845,0.00181661,7.55057e-71,0.879125,0.969358,-0.131318,0.03261,-0.0220238,0.100858,0.00827956,0.0351828,0.0957569,0.0217575,0.0429481,0.0112887,0.0416302,0.25049,0.017762,-0.0371264,0.073515,0.0158165,0.0184422,-0.193654,0.024711,0.0274808,0.136381,0.0455664,0.0297485,0.318917,3,2.56792,-0.47388,0.0671206,0.270144,-0.173065,0.160931,0.0522188,0.0160944,0.121975,0.0273433,-1.11051,2.11044,-0.397381,-1.9872,2.38558,0.326524,-1.7699,2.51153,-0.0473368,-0.882773,2.01135,1.2283,-9.46504,0.812611,-5.46335,3.00954,19.0525,-5.90395,14.8798,11.3082,1.29049,-9.13447,1.81629,1,0,0,1,0.283752,-0.161094,-0.278657,0.1483,0.101673,-0.184918,0.977527,0.210809
4675,0,23.7438,-1.16807,0.30936,0.997682,0.0276195,0.005981,0.0619007,0.0409116,-1.2182,2.10877,-0.453389,-1.80584,2.56627,0.207193,-1.43836,2.56877,-0.0342019,-0.991851,2.01219,0.592977,1,1.11221,0.383482,0.0494001,0.115892,6.17745,144.692,0.0221283,0.0628226,10.8415,0,1,23.7438,-1.16807,2.62926,-0.112366,0.292893,0.332874,3,0,0,0.328831,0.681485,0.9518,0.890571,0.00207572,1.44879e-63,0.978115,0.93911,-0.120636,0.0260659,-0.0192057,0.0881548,0.0109926,0.0394409,0.0600371,0.0774472,0.0406522,0.0118145,0.0367728,0.283558,0.000591462,-0.00960867,0.0596006,0.018075,0.0675728,-0.217394,0.0158747,0.0281089,0.0987209,0.011104,0.0890162,0.250623,3,2.59392,-0.428078,0.174101,0.0721631,-0.0726218,0.107921,0.0544038,0.0153542,0.123512,0.0385138,-1.20122,2.11069,-0.445747,-1.85586,2.54431,0.231453,-1.50923,2.57036,-0.036506,-0.973944,2.0119,1.1367,-8.72101,-0.568536,-4.26761,20.8869,12.9829,-11.538,33.056,1.59898,1.08138,-9.04257,0.210089,1,0,0,1,0.258833,-0.157925,-0.27881,0.207453,0.0968392,-0.177658,0.999873,0.0159544
4680,0,23.7696,-1.16897,0.311068,0.997716,0.0273712,0.00527562,0.0615361,0.0537552,-1.29322,2.07054,-0.472814,-1.43939,2.59736,0.0838854,-1.06093,2.48888,-0.0219458,-1.07674,2.00511,0.556824,1,1.36086,0.551703,0.0563508,0.114223,6.09037,150.419,0.116124,0.10906,6.13311,0,1,23.7696,-1.16897,2.54638,-0.0818441,0.292284,0.332874,3,0,0,0.25644,0.575968,0.945208,0.892059,0.00226457,4.71786e-66,0.890365,0.896676,-0.0844279,0.010104,-0.0118278,0.0714306,0.00924699,0.0260605,0.00511825,0.117164,0.0422983,0.0110862,0.00836927,0.299207,-0.0137435,0.0280498,0.0237469,0.0228044,0.116722,-0.200958,-0.00355338,0.0258303,0.0272975,-0.0332074,0.160616,0.148488,3,2.51556,-0.382875,0.223416,-0.0782059,-0.269251,-0.193678,0.0539996,0.0138962,0.122823,0.0508398,-1.27888,2.07719,-0.471653,-1.52471,2.60255,0.107445,-1.13304,2.51287,-0.0243529,-1.06045,2.00822,1.39011,-7.34531,-3.45316,-1.12678,40.7228,0.227396,-12.1967,37.6532,-10.2624,1.27372,-8.17854,-1.76786,1,0,0,1,0.231109,-0.154079,-0.284493,0.267705,0.0912961,-0.180435,0.986509,-0.163708
4685,0,23.7946,-1.17002,0.312531,0.997858,0.0250169,0.00331864,0.0603476,0.0736515,-1.36063,2.03971,-0.458749,-1.02921,2.50301,0.000152269,-0.757881,2.34008,-0.00601103,-1.15525,1.9925,0.555521,1,1.57563,0.318495,0.0558869,0.107082,6.20801,137.597,0.587961,0.0726568,3.58369,0,1,23.7946,-1.17002,2.47479,-0.11931,0.293902,0.332874,3,0,0,0.206878,0.727243,0.945646,0.898452,0.00201325,1.74714e-60,0.555459,0.92992,-0.0612322,-0.0207794,-0.00186648,0.0352714,0.0242216,0.0245191,-0.0115087,0.0865855,0.0409634,0.0198056,-0.0139334,0.329203,0.0201391,0.0581219,-0.0134783,0.0365505,0.134484,-0.132219,-0.00746723,0.0248512,-0.026588,-0.0643535,0.184573,0.075853,3,2.44194,-0.410593,0.135802,-0.596543,-0.421195,-0.233862,0.0495487,0.00964265,0.120568,0.0693993,-1.34749,2.04567,-0.462498,-1.10327,2.52865,0.0140195,-0.810778,2.37305,-0.00942706,-1.13989,1.99488,2.09544,-6.64333,-3.00464,1.74025,39.5346,-11.4402,-7.51848,28.3173,-15.8039,1.67341,-7.76384,-1.18784,1,0,0,1,0.205305,-0.148274,-0.287853,0.327763,0.0866683,-0.193054,0.944921,-0.327298
