time/iterations,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,train/clip_range_vf,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/std,train/entropy_loss,train/learning_rate,train/clip_range
258,4906,861,4227072,20.878982543945312,618.58,2570,0.141436767578125,1.776232361793518,0.9354398846626282,0.2,-0.009864912164630368,0.0031397683,0.287486229557544,0.06845966726541519,29.05398030281067,1e-05,0.1
259,4907,864,4243456,22.123872756958008,641.34,2580,0.131512451171875,1.6165450811386108,0.9527232646942139,0.2,-0.011779484222643077,0.0030577024,0.1879005710594356,0.06854484975337982,29.02532207965851,1e-05,0.1
260,4908,867,4259840,23.1339168548584,661.76,2590,0.156610107421875,1.8940078020095825,0.8942564725875854,0.2,-0.008757234267250169,0.0033923958,0.431795758754015,0.06863968819379807,28.995186543464662,1e-05,0.1
261,4910,870,4276224,23.498708724975586,660.53,2600,0.1512451171875,1.6555674076080322,0.9286068677902222,0.2,-0.009688192093744875,0.0033071707,0.28762992126867176,0.06873014569282532,28.964138865470886,1e-05,0.1
262,4911,873,4292608,23.062637329101562,652.54,2610,0.1420654296875,1.9089711904525757,0.9073036909103394,0.2,-0.009625453748594737,0.0032371322,0.4283785045146942,0.0688147321343422,28.934731090068816,1e-05,0.1
263,4912,877,4308992,21.854969024658203,635.05,2620,0.136773681640625,1.6706838607788086,0.9185344576835632,0.2,-0.00993075974547537,0.0030333684,0.30164127312600614,0.06889744848012924,28.906973135471343,1e-05,0.1
264,4914,880,4325376,20.19952964782715,600.59,2630,0.146923828125,1.7820603847503662,0.8869513869285583,0.2,-0.010501143534202128,0.003418984,0.4355215888470411,0.06898390501737595,28.878564405441285,1e-05,0.1
265,4915,883,4341760,21.72779083251953,643.19,2640,0.123345947265625,1.6092092990875244,0.9491152763366699,0.2,-0.010799508479976794,0.0029716413,0.23226593630388379,0.06905997544527054,28.851540100574493,1e-05,0.1
266,4916,886,4358144,20.972558975219727,606.21,2650,0.136480712890625,1.7368104457855225,0.9161813259124756,0.2,-0.008873365839826874,0.0030265637,0.28036134177818894,0.06915174424648285,28.823710370063782,1e-05,0.1
267,4916,889,4374528,20.918930053710938,602.25,2660,0.14134521484375,1.7727994918823242,0.9151301383972168,0.2,-0.00957037182233762,0.0032451726,0.41609531790018084,0.06923739612102509,28.794012832641602,1e-05,0.1
268,4917,892,4390912,21.212844848632812,608.58,2670,0.135931396484375,1.7998347282409668,0.9256739616394043,0.2,-0.008976933543453924,0.003230203,0.3499107235111296,0.06932365894317627,28.76536157131195,1e-05,0.1
269,4917,896,4407296,21.674623489379883,618.11,2680,0.122576904296875,1.6888444423675537,0.9465853571891785,0.2,-0.009714353654271691,0.0029426059,0.24359366148710251,0.06940726935863495,28.737515461444854,1e-05,0.1
270,4918,899,4423680,21.247264862060547,618.68,2690,0.144830322265625,1.9585192203521729,0.8761227130889893,0.2,-0.008933474474179092,0.0032798105,0.4598278123885393,0.06949812173843384,28.70837172269821,1e-05,0.1
271,4919,902,4440064,20.155126571655273,594.41,2700,0.1275390625,1.66140878200531,0.9382522106170654,0.2,-0.010126706919982098,0.0029611592,0.27654452323913575,0.06957732886075974,28.680123972892762,1e-05,0.1
272,4920,905,4456448,18.77812957763672,556.54,2710,0.154522705078125,1.8032031059265137,0.9230018258094788,0.2,-0.01038166917351191,0.0034472463,0.36962157376110555,0.06966511160135269,28.652733314037324,1e-05,0.1
273,4921,908,4472832,18.83316421508789,555.64,2720,0.139532470703125,1.762117862701416,0.9360668063163757,0.2,-0.009990727328113281,0.0031889312,0.3102026860229671,0.06975825875997543,28.62301285266876,1e-05,0.1
274,4922,911,4489216,20.010221481323242,584.25,2730,0.1443359375,1.723380446434021,0.9276706576347351,0.2,-0.008850984901073389,0.003227747,0.3299660326912999,0.0698486939072609,28.592506849765776,1e-05,0.1
275,4924,915,4505600,21.629688262939453,621.03,2740,0.1486083984375,1.6902813911437988,0.9024685025215149,0.2,-0.008487753587542102,0.0034292038,0.31660412475466726,0.06994136422872543,28.562485992908478,1e-05,0.1
276,4925,918,4521984,22.1995849609375,635.45,2750,0.142120361328125,1.8929940462112427,0.9147745966911316,0.2,-0.008737360413942952,0.003322104,0.41293690698221325,0.07002993673086166,28.532510387897492,1e-05,0.1
277,4926,921,4538368,19.389009475708008,567.24,2760,0.14052734375,1.6850355863571167,0.9431367516517639,0.2,-0.009877328293805476,0.0032829589,0.2587444075383246,0.07011144608259201,28.50457009077072,1e-05,0.1
278,4927,924,4554752,17.39635467529297,519.64,2770,0.135858154296875,1.658997893333435,0.9439717531204224,0.2,-0.01118156589800492,0.003159223,0.332275041565299,0.0701964870095253,28.47737274169922,1e-05,0.1
279,4928,927,4571136,18.746435165405273,556.17,2780,0.1431396484375,1.7406560182571411,0.9366359114646912,0.2,-0.009380286735540722,0.0032913287,0.2796771742403507,0.0702843964099884,28.449009335041048,1e-05,0.1
280,4929,930,4587520,18.332674026489258,543.15,2790,0.140338134765625,1.8241931200027466,0.9141231179237366,0.2,-0.008902619672880974,0.003133827,0.37219265550374986,0.07037527859210968,28.41980916261673,1e-05,0.1
281,4930,933,4603904,21.601835250854492,625.51,2800,0.142474365234375,1.663871169090271,0.9350484609603882,0.2,-0.009271766273013782,0.0031781793,0.2845489243045449,0.07046504318714142,28.39014469385147,1e-05,0.1
282,4931,936,4620288,20.041461944580078,586.29,2810,0.1332275390625,1.7680754661560059,0.9216297268867493,0.2,-0.008979734059539623,0.003103916,0.3999278308823705,0.07055474072694778,28.36093670129776,1e-05,0.1
283,4933,939,4636672,20.762065887451172,596.85,2820,0.140802001953125,1.6245933771133423,0.9499625563621521,0.2,-0.009870029997546225,0.0032142405,0.24002293534576893,0.07064449042081833,28.331735277175902,1e-05,0.1
284,4934,943,4653056,20.542898178100586,588.06,2830,0.143377685546875,1.753116488456726,0.8986483216285706,0.2,-0.008155883569270373,0.0033912929,0.40937891639769075,0.07073469460010529,28.30245223045349,1e-05,0.1
285,4935,946,4669440,20.64056968688965,594.72,2840,0.149566650390625,1.7749797105789185,0.9287045001983643,0.2,-0.009898975382384378,0.0033631045,0.31649982975795865,0.07082945108413696,28.272397303581236,1e-05,0.1
286,4936,949,4685824,19.598743438720703,573.7,2850,0.142431640625,1.7107458114624023,0.9232797026634216,0.2,-0.009549002427957021,0.0032728983,0.378993609175086,0.07091860473155975,28.242430603504182,1e-05,0.1
287,4937,952,4702208,19.33659553527832,571.36,2860,0.12744140625,1.6319159269332886,0.9489732384681702,0.2,-0.009677253995323553,0.0030645397,0.23841913091018796,0.07100855559110641,28.213451826572417,1e-05,0.1
288,4938,955,4718592,19.850112915039062,583.26,2870,0.134124755859375,1.624707818031311,0.9350389242172241,0.2,-0.009671399141370784,0.0030390543,0.28768989313393833,0.07109371572732925,28.18494521379471,1e-05,0.1
289,4940,958,4734976,21.208389282226562,611.65,2880,0.135699462890625,1.743105411529541,0.9328720569610596,0.2,-0.009628452007018496,0.003105066,0.32232456728816034,0.07118462771177292,28.156759595870973,1e-05,0.1
290,4941,961,4751360,20.78183364868164,596.88,2890,0.15867919921875,1.8216322660446167,0.9267449975013733,0.2,-0.009211193848022959,0.003382991,0.3347324469126761,0.07128045707941055,28.126348781585694,1e-05,0.1
291,4942,964,4767744,20.406047821044922,582.97,2900,0.13115234375,1.6350533962249756,0.9351837635040283,0.2,-0.009844129883276764,0.0030333018,0.32443294106051324,0.07136965543031693,28.096473932266235,1e-05,0.1
292,4943,967,4784128,21.140785217285156,603.77,2910,0.1422119140625,1.6449722051620483,0.921345591545105,0.2,-0.009546968269569333,0.0032014856,0.33306543026119473,0.07146437466144562,28.06708208322525,1e-05,0.1
293,4944,970,4800512,21.366981506347656,608.49,2920,0.14434814453125,1.6814348697662354,0.9155707359313965,0.2,-0.009280407171172556,0.0032377676,0.37182486411184074,0.07154937833547592,28.037834548950194,1e-05,0.1
294,4945,974,4816896,23.450210571289062,659.51,2930,0.135406494140625,1.5958292484283447,0.9399270415306091,0.2,-0.009101805201498791,0.0030326257,0.2411604295950383,0.0716407299041748,28.009775984287263,1e-05,0.1
295,4946,977,4833280,23.554582595825195,659.6,2940,0.15479736328125,1.7261807918548584,0.901326596736908,0.2,-0.008326791992294602,0.0034287293,0.3872215966694057,0.07173402607440948,27.980069172382354,1e-05,0.1
296,4947,980,4849664,24.189836502075195,675.58,2950,0.151885986328125,1.7173418998718262,0.9106759428977966,0.2,-0.009109765267930925,0.003369948,0.3563169861212373,0.07183507084846497,27.94887396097183,1e-05,0.1
297,4948,983,4866048,25.0377197265625,698.07,2960,0.1438232421875,1.7791368961334229,0.9073019027709961,0.2,-0.009509312694717664,0.003300713,0.3733620408922434,0.07192043960094452,27.918872559070586,1e-05,0.1
298,4949,986,4882432,23.36246109008789,665.94,2970,0.142877197265625,1.5789567232131958,0.9293019771575928,0.2,-0.009161034136923263,0.0032399194,0.2602926580235362,0.07201492041349411,27.890384757518767,1e-05,0.1
299,4950,989,4898816,23.2506160736084,670.28,2980,0.141265869140625,1.9222848415374756,0.9134175181388855,0.2,-0.009310408592864406,0.0032907315,0.40358036635443567,0.07210277765989304,27.86109193563461,1e-05,0.1
300,4952,992,4915200,23.760757446289062,687.7,2990,0.14107666015625,1.6133168935775757,0.9174321889877319,0.2,-0.009946817756281234,0.0031896457,0.3072355740703642,0.07219022512435913,27.83325899839401,1e-05,0.1
301,4953,995,4931584,21.69439697265625,633.21,3000,0.1487060546875,1.623083472251892,0.9223671555519104,0.2,-0.010144386674801354,0.0033344142,0.3154266607947648,0.07228033989667892,27.805001640319823,1e-05,0.1
302,4954,998,4947968,22.2426815032959,641.72,3010,0.145709228515625,1.7054089307785034,0.9270546436309814,0.2,-0.010242748059681617,0.0033307911,0.323245258256793,0.07236611098051071,27.776896870136262,1e-05,0.1
303,4955,1001,4964352,21.838048934936523,636.6,3020,0.140667724609375,1.726663589477539,0.9223209023475647,0.2,-0.008309804779128172,0.0031850094,0.28685642704367637,0.07245522737503052,27.749174690246583,1e-05,0.1
304,4956,1004,4980736,21.48543930053711,624.77,3030,0.14288330078125,1.8279188871383667,0.9263091683387756,0.2,-0.009379256678221282,0.0033072054,0.3538916536606848,0.07254675030708313,27.720625579357147,1e-05,0.1
305,4957,1007,4997120,20.741952896118164,609.3,3040,0.14261474609375,1.6450021266937256,0.9430849552154541,0.2,-0.009686219833383802,0.0032735644,0.27089053513482214,0.07263998687267303,27.691139483451842,1e-05,0.1
306,4958,1011,5013504,19.65618133544922,583.66,3050,0.139569091796875,1.678313136100769,0.9297095537185669,0.2,-0.010516120778629557,0.0032667373,0.36690290085971355,0.07271968573331833,27.66371057033539,1e-05,0.1
307,4959,1014,5029888,19.663026809692383,584.0,3060,0.136285400390625,1.6387860774993896,0.935227632522583,0.2,-0.010065785978804342,0.0031432123,0.25664286846295,0.07280874997377396,27.63724719285965,1e-05,0.1
308,4960,1017,5046272,20.521493911743164,603.96,3070,0.14674072265625,1.760956048965454,0.9417747259140015,0.2,-0.010673917023814284,0.003281348,0.29838456567376853,0.07289815694093704,27.608949780464172,1e-05,0.1
309,4961,1020,5062656,22.103294372558594,637.07,3080,0.12818603515625,1.58396577835083,0.9467350244522095,0.2,-0.009932947294873883,0.0029076887,0.23541319984942674,0.0729832872748375,27.581495547294615,1e-05,0.1
310,4962,1023,5079040,22.305700302124023,644.31,3090,0.145184326171875,1.6363964080810547,0.9301428198814392,0.2,-0.009420538682024925,0.0031920755,0.3413621177896857,0.07307561486959457,27.553500032424928,1e-05,0.1
311,4962,1026,5095424,21.081829071044922,602.14,3100,0.146417236328125,1.7427997589111328,0.9231837391853333,0.2,-0.009262723206484224,0.0032557026,0.3540724658407271,0.07317234575748444,27.523775219917297,1e-05,0.1
312,4963,1029,5111808,20.531396865844727,586.93,3110,0.14200439453125,1.6897478103637695,0.9335638284683228,0.2,-0.0099634064026759,0.003201441,0.3267105962149799,0.0732627660036087,27.494292116165163,1e-05,0.1
313,4964,1033,5128192,19.960376739501953,575.99,3120,0.1279541015625,1.6683019399642944,0.9330025315284729,0.2,-0.008392855754937045,0.003048387,0.31683980766683817,0.07335513830184937,27.46556317806244,1e-05,0.1
314,4964,1036,5144576,19.276939392089844,560.84,3130,0.14144287109375,1.7453534603118896,0.9402464628219604,0.2,-0.010385224310448393,0.003330953,0.30177551675587894,0.07344459742307663,27.43706008195877,1e-05,0.1
315,4964,1039,5160960,20.90801239013672,604.47,3140,0.1328857421875,1.5582475662231445,0.9463242888450623,0.2,-0.010242408565682126,0.003042958,0.23555956985801457,0.07353924959897995,27.40837210416794,1e-05,0.1
316,4964,1042,5177344,20.50472640991211,600.24,3150,0.1496826171875,1.6312212944030762,0.9028475284576416,0.2,-0.009317791188368573,0.0033195978,0.3967824994586408,0.07363027334213257,27.37906531095505,1e-05,0.1
317,4965,1046,5193728,21.646711349487305,625.7,3160,0.138372802734375,1.7155506610870361,0.9389119148254395,0.2,-0.010308114447980188,0.003228963,0.29470301335677507,0.0737202912569046,27.351049625873564,1e-05,0.1
318,4966,1049,5210112,22.747509002685547,657.32,3170,0.13785400390625,1.6903387308120728,0.9302535653114319,0.2,-0.008649296197108924,0.0030725524,0.2699254484847188,0.07381483167409897,27.322168147563936,1e-05,0.1
319,4966,1052,5226496,22.83350372314453,660.7,3180,0.158831787109375,1.572252631187439,0.9127794504165649,0.2,-0.010017914183117682,0.003474763,0.3366914726793766,0.07390693575143814,27.293096053600312,1e-05,0.1
320,4967,1055,5242880,23.5899600982666,672.24,3190,0.127471923828125,1.7674305438995361,0.931435763835907,0.2,-0.008985446426959243,0.0030422301,0.32446672916412356,0.07399975508451462,27.264263701438903,1e-05,0.1
321,4968,1058,5259264,24.066539764404297,685.03,3200,0.14681396484375,1.6962836980819702,0.8848667740821838,0.2,-0.008764485275605693,0.003358194,0.46164509318768976,0.07409326732158661,27.23533284664154,1e-05,0.1
322,4969,1061,5275648,21.574373245239258,622.68,3210,0.1474853515625,1.6811782121658325,0.9210960865020752,0.2,-0.009074000082910061,0.003328891,0.3218195316381752,0.07418828457593918,27.206191515922548,1e-05,0.1
323,4970,1064,5292032,20.841856002807617,600.68,3220,0.13897705078125,1.7481105327606201,0.9218317866325378,0.2,-0.009780929367116187,0.0032173097,0.38316388577222826,0.07427924871444702,27.177313578128814,1e-05,0.1
324,4971,1067,5308416,19.01544761657715,561.54,3230,0.13385009765625,1.6358404159545898,0.9361618161201477,0.2,-0.00984763430460589,0.0030913907,0.27001984398812057,0.07437532395124435,27.148386979103087,1e-05,0.1
325,4971,1071,5324800,18.175901412963867,544.83,3240,0.150732421875,1.6338720321655273,0.9382543563842773,0.2,-0.010527376416575862,0.0032312828,0.2927402937784791,0.07446788996458054,27.119070768356323,1e-05,0.1
326,4972,1074,5341184,18.839197158813477,563.2,3250,0.11761474609375,1.4972277879714966,0.962314248085022,0.2,-0.01008010162768187,0.0027853954,0.16715078977867961,0.07455363124608994,27.09156675338745,1e-05,0.1
327,4973,1077,5357568,20.581907272338867,613.63,3260,0.148126220703125,1.6093240976333618,0.9296205639839172,0.2,-0.008879534504376351,0.0033255783,0.2727650976739824,0.07465526461601257,27.062853026390076,1e-05,0.1
328,4974,1080,5373952,20.881521224975586,623.52,3270,0.14610595703125,1.5845656394958496,0.925661563873291,0.2,-0.010000473487889395,0.0032964596,0.34229495348408817,0.07475382089614868,27.03176192045212,1e-05,0.1
329,4975,1083,5390336,23.17287826538086,678.4,3280,0.13109130859375,1.60755455493927,0.9420971870422363,0.2,-0.008948288517422043,0.0029653828,0.22965786335989832,0.07484371960163116,27.002795135974885,1e-05,0.1
330,4975,1086,5406720,21.9305419921875,640.81,3290,0.15291748046875,1.7018085718154907,0.9133934378623962,0.2,-0.009446769156056689,0.0034213392,0.3725159446708858,0.07493583112955093,26.97499532699585,1e-05,0.1
331,4976,1089,5423104,22.032426834106445,642.53,3300,0.134173583984375,1.6999608278274536,0.9271156787872314,0.2,-0.009723735191801097,0.0031745469,0.31092525776475666,0.07502961158752441,26.946452045440672,1e-05,0.1
332,4977,1092,5439488,22.3505859375,645.12,3310,0.146734619140625,1.7050375938415527,0.9067368507385254,0.2,-0.008889589915634133,0.0033272654,0.4028812313452363,0.07512030750513077,26.91801334619522,1e-05,0.1
333,4977,1096,5455872,21.092988967895508,607.46,3320,0.143890380859375,1.6696780920028687,0.9300771951675415,0.2,-0.00921603241295088,0.003206458,0.3183492793701589,0.07521364837884903,26.889971446990966,1e-05,0.1
334,4978,1099,5472256,21.304706573486328,614.06,3330,0.146258544921875,1.7115681171417236,0.910715639591217,0.2,-0.008566872666415292,0.003342322,0.4141672016121447,0.07530858367681503,26.861193549633025,1e-05,0.1
335,4978,1102,5488640,21.154916763305664,611.81,3340,0.134088134765625,1.5999186038970947,0.9302600622177124,0.2,-0.009206960030132905,0.003162988,0.3201119120232761,0.07540211826562881,26.832265698909758,1e-05,0.1
336,4977,1106,5505024,20.12836265563965,593.26,3350,0.140185546875,1.592440128326416,0.9419318437576294,0.2,-0.010336284202639944,0.003225259,0.24470549123361707,0.07548898458480835,26.804681539535522,1e-05,0.1
337,4977,1109,5521408,19.64826202392578,590.55,3360,0.150994873046875,1.650909423828125,0.9342272281646729,0.2,-0.010298286392935552,0.0033845126,0.31203261027112605,0.0755862221121788,26.77693655490875,1e-05,0.1
338,4977,1112,5537792,20.365222930908203,605.72,3370,0.130059814453125,1.5758373737335205,0.9456334710121155,0.2,-0.00944392826204421,0.0029346342,0.23102973187342285,0.07567382603883743,26.748467051982878,1e-05,0.1
339,4978,1115,5554176,21.58551025390625,632.6,3380,0.1443359375,1.7136611938476562,0.9301241636276245,0.2,-0.009183619719988202,0.003357637,0.34132823524996636,0.07577406615018845,26.720382606983186,1e-05,0.1
340,4979,1118,5570560,22.933671951293945,660.84,3390,0.1619384765625,1.6975605487823486,0.8928511738777161,0.2,-0.008813761298370082,0.003526567,0.34640632309019564,0.07588564604520798,26.688186037540437,1e-05,0.1
341,4980,1121,5586944,24.172658920288086,686.39,3400,0.149639892578125,1.747843623161316,0.9078217148780823,0.2,-0.00821264218102442,0.0033182781,0.4041129813529551,0.07598482817411423,26.655899131298064,1e-05,0.1
342,4980,1124,5603328,23.230758666992188,666.41,3410,0.140411376953125,1.647935390472412,0.9110955595970154,0.2,-0.00830811636405997,0.0031597745,0.35766112208366396,0.07608313858509064,26.626037871837617,1e-05,0.1
343,4981,1128,5619712,23.157136917114258,668.51,3420,0.1348388671875,1.5644229650497437,0.9285486936569214,0.2,-0.009343645669287071,0.0030191154,0.24072976112365724,0.0761764794588089,26.59714024066925,1e-05,0.1
344,4982,1131,5636096,22.212665557861328,652.9,3430,0.138385009765625,1.6048451662063599,0.935684323310852,0.2,-0.009960490475350525,0.003137879,0.2727728427387774,0.0762748271226883,26.568367576599123,1e-05,0.1
345,4982,1134,5652480,21.6048641204834,626.93,3440,0.1396484375,1.562686562538147,0.950408399105072,0.2,-0.010031347014592028,0.0030962506,0.21726097892969848,0.07637996971607208,26.53777974843979,1e-05,0.1
346,4983,1137,5668864,21.83753204345703,633.14,3450,0.15595703125,1.7390809059143066,0.8990751504898071,0.2,-0.00879432311776327,0.0034952287,0.4319793597795069,0.07648009806871414,26.50647715330124,1e-05,0.1
347,4984,1140,5685248,21.673175811767578,628.39,3460,0.131365966796875,1.541727066040039,0.9339972734451294,0.2,-0.009169554300024174,0.002998699,0.25888358233496545,0.07657194882631302,26.477806210517883,1e-05,0.1
348,4985,1143,5701632,20.153076171875,588.92,3470,0.143212890625,1.6353651285171509,0.9318997859954834,0.2,-0.010517082851583837,0.0032946304,0.3249616388231516,0.07666375488042831,26.45029673576355,1e-05,0.1
349,4984,1147,5718016,20.660024642944336,614.55,3480,0.1316650390625,1.4722552299499512,0.9499838948249817,0.2,-0.010346238642523532,0.0030147089,0.20520566506311297,0.07675529271364212,26.422698497772217,1e-05,0.1
350,4985,1150,5734400,19.75116729736328,593.97,3490,0.14940185546875,1.5479722023010254,0.9161559343338013,0.2,-0.008745361880573909,0.0033194758,0.3282849914394319,0.07685347646474838,26.39436355829239,1e-05,0.1
351,4986,1153,5750784,20.471054077148438,605.23,3500,0.135882568359375,1.5702173709869385,0.9499395489692688,0.2,-0.010943348462751601,0.003155226,0.2549056025221944,0.07694315910339355,26.366277074813844,1e-05,0.1
352,4987,1156,5767168,20.839712142944336,612.47,3510,0.1412353515625,1.5500329732894897,0.9108940362930298,0.2,-0.00810967227735091,0.0032503265,0.32837028717622163,0.07704556733369827,26.337490904331208,1e-05,0.1
353,4987,1159,5783552,20.372669219970703,605.04,3520,0.134674072265625,1.493995189666748,0.9350937008857727,0.2,-0.009268029806844425,0.003123921,0.291486659552902,0.07714714109897614,26.30701118707657,1e-05,0.1
354,4988,1162,5799936,21.283302307128906,631.69,3530,0.137603759765625,1.5805811882019043,0.9336210489273071,0.2,-0.009959110204363242,0.0032070202,0.2534554903395474,0.07723883539438248,26.278126323223113,1e-05,0.1
355,4989,1165,5816320,21.144878387451172,631.61,3540,0.138494873046875,1.6958732604980469,0.9176262021064758,0.2,-0.009511123535048682,0.0031269956,0.3826937234029174,0.07733646780252457,26.250039184093474,1e-05,0.1
356,4990,1168,5832704,21.188283920288086,629.64,3550,0.13250732421875,1.4952385425567627,0.9457166194915771,0.2,-0.009158808780193794,0.0030138884,0.20285403919406236,0.07742951065301895,26.22171574831009,1e-05,0.1
357,4991,1171,5849088,22.76050567626953,659.11,3560,0.134613037109375,1.5234626531600952,0.9431803226470947,0.2,-0.008831487488350831,0.0031638253,0.26772586088627576,0.07752968370914459,26.193037581443786,1e-05,0.1
358,4992,1174,5865472,22.291704177856445,646.81,3570,0.1563720703125,1.6866264343261719,0.8977231979370117,0.2,-0.00887023579707602,0.003570119,0.4228746945038438,0.07763080298900604,26.16320444345474,1e-05,0.1
359,4993,1178,5881856,22.304044723510742,637.49,3580,0.129742431640625,1.5874217748641968,0.9414034485816956,0.2,-0.009056277851050254,0.003094077,0.290968276001513,0.07772393524646759,26.134271764755248,1e-05,0.1
360,4992,1181,5898240,20.934202194213867,607.33,3590,0.1536376953125,1.5530284643173218,0.9151400327682495,0.2,-0.009053721006785054,0.0033223215,0.3485513456165791,0.07782826572656631,26.105358469486237,1e-05,0.1
361,4993,1184,5914624,18.9854736328125,561.63,3600,0.140753173828125,1.6101348400115967,0.9421741366386414,0.2,-0.010878487113222946,0.0032942183,0.2934490831568837,0.07791486382484436,26.076806128025055,1e-05,0.1
362,4994,1187,5931008,19.506187438964844,574.44,3610,0.1273681640625,1.5868457555770874,0.9403817057609558,0.2,-0.0095707892520295,0.0030484917,0.25802744198590516,0.07800708711147308,26.050574171543122,1e-05,0.1
363,4994,1190,5947392,18.937946319580078,566.84,3620,0.139361572265625,1.4988831281661987,0.9302323460578918,0.2,-0.009163116786658066,0.0032129544,0.27396590607240795,0.07810927927494049,26.0219731092453,1e-05,0.1
364,4995,1193,5963776,19.29326629638672,570.26,3630,0.158642578125,1.751246452331543,0.9112406969070435,0.2,-0.010176690576190594,0.0035232357,0.39885372798889873,0.07819966971874237,25.99342303276062,1e-05,0.1
365,4995,1197,5980160,19.755884170532227,581.43,3640,0.133367919921875,1.5330885648727417,0.9389532804489136,0.2,-0.00981317034456879,0.003002211,0.2740372530184686,0.07829529047012329,25.966134393215178,1e-05,0.1
366,4996,1200,5996544,21.393156051635742,626.42,3650,0.1472412109375,1.644860029220581,0.9094973206520081,0.2,-0.00906629274977604,0.003326362,0.38166344109922645,0.07839825004339218,25.937021017074585,1e-05,0.1
367,4997,1203,6012928,21.784133911132812,638.33,3660,0.14815673828125,1.545391321182251,0.9257650971412659,0.2,-0.009260306687792763,0.0032776468,0.2547992723062634,0.07850063592195511,25.906935679912568,1e-05,0.1
368,4997,1206,6029312,22.4051513671875,656.54,3670,0.14747314453125,1.6553516387939453,0.9063934087753296,0.2,-0.008588645223062486,0.0032985392,0.422990136500448,0.07860109955072403,25.877171313762666,1e-05,0.1
369,4998,1209,6045696,22.780500411987305,659.99,3680,0.129376220703125,1.4945623874664307,0.9481391310691833,0.2,-0.00984655769134406,0.0030697733,0.24660921720787882,0.07869601994752884,25.848525094985963,1e-05,0.1
370,4999,1212,6062080,23.305334091186523,668.36,3690,0.13778076171875,1.6623990535736084,0.9168973565101624,0.2,-0.008596475260856096,0.0031341177,0.36533135222271085,0.07879602164030075,25.820088028907776,1e-05,0.1
371,5000,1215,6078464,23.587501525878906,675.34,3700,0.130218505859375,1.4323244094848633,0.9420968890190125,0.2,-0.008289163882727735,0.0029686543,0.18182673994451762,0.07889994233846664,25.790392374992372,1e-05,0.1
372,5001,1218,6094848,24.396434783935547,696.35,3710,0.136865234375,1.5990338325500488,0.916808545589447,0.2,-0.00835301679035183,0.003130881,0.32935936395078896,0.07899945974349976,25.76053727865219,1e-05,0.1
373,5001,1221,6111232,26.005632400512695,735.55,3720,0.13206787109375,1.53669011592865,0.9432939887046814,0.2,-0.009979743178701029,0.0031524948,0.25371728939935567,0.07909511029720306,25.7325101852417,1e-05,0.1
374,5002,1224,6127616,25.288528442382812,717.12,3730,0.14442138671875,1.651005744934082,0.921025812625885,0.2,-0.008033791283378378,0.0032473903,0.30083431042730807,0.07920052856206894,25.703111386299135,1e-05,0.1
375,5002,1228,6144000,22.503612518310547,651.47,3740,0.14249267578125,1.6313103437423706,0.8995888233184814,0.2,-0.009325145947514102,0.003224723,0.38972846837714314,0.07930358499288559,25.67261321544647,1e-05,0.1
376,5003,1231,6160384,21.293291091918945,623.85,3750,0.139227294921875,1.5464825630187988,0.9280399084091187,0.2,-0.009910344058880582,0.0031801083,0.2781491467729211,0.07939863204956055,25.64411779642105,1e-05,0.1
377,5004,1234,6176768,21.106367111206055,620.4,3760,0.13203125,1.5277929306030273,0.9516177177429199,0.2,-0.009994233737961622,0.0030869676,0.20061552403494715,0.0794956386089325,25.616329538822175,1e-05,0.1
378,5005,1237,6193152,21.148866653442383,631.87,3770,0.1466064453125,1.5405757427215576,0.9300208687782288,0.2,-0.008688252355204895,0.0033656505,0.26645060563459994,0.0796021893620491,25.586752820014954,1e-05,0.1
379,5006,1240,6209536,21.887929916381836,644.82,3780,0.1393310546875,1.5717664957046509,0.9349381327629089,0.2,-0.010356174697517418,0.0031097992,0.28221517270430924,0.07969575375318527,25.55786908864975,1e-05,0.1
380,5006,1243,6225920,23.129127502441406,679.59,3790,0.142767333984375,1.5414484739303589,0.9161309599876404,0.2,-0.008870714425574988,0.003203861,0.32717098798602817,0.0798020139336586,25.52911933660507,1e-05,0.1
381,5007,1246,6242304,22.100540161132812,653.83,3800,0.1306396484375,1.4116792678833008,0.9485841989517212,0.2,-0.009937197303952417,0.0030144826,0.2173035898245871,0.07989954203367233,25.49956316947937,1e-05,0.1
382,5008,1249,6258688,21.571638107299805,636.9,3810,0.137060546875,1.5465362071990967,0.937698245048523,0.2,-0.010198474045319017,0.0031894972,0.2808461678214371,0.08000104129314423,25.471059703826903,1e-05,0.1
383,5008,1252,6275072,20.48305892944336,611.51,3820,0.1301513671875,1.6541754007339478,0.9362671375274658,0.2,-0.009643340072943828,0.003134602,0.3010515054687858,0.08009939640760422,25.442309510707855,1e-05,0.1
384,4996,1259,6291456,20.466554641723633,611.68,3830,0.12852783203125,1.5300463438034058,0.930535614490509,0.2,-0.008538938441051868,0.0030219397,0.2834452255629003,0.08020253479480743,25.413426756858826,1e-05,0.1
385,4990,1263,6307840,20.561138153076172,615.37,3840,0.138238525390625,1.540909767150879,0.9312147498130798,0.2,-0.009640088588639628,0.0031382442,0.28886022344231604,0.08030559867620468,25.383753633499147,1e-05,0.1
